id,Nombre,Grupo de alimento,Marca,Cantidad,Unidad,Calorias,Proteinas,Carbohidratos,Grasas,Fibra,vitA,vitB1,vitB2,vitB3,vitB5,vitB6,vitB9,vitB12,vitC,vitD,vitE,vitK,choline,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,sodium,zinc,water,cholesterol,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,glycemicIndex,tiene_micros,es_duplicado,momento_sugerido,comments,usar_en_generador
,Chucrut en conserva,Verduras y hortalizas,,100,gr,23,1.5,2.4,0.3,2.1,3,0.027,0.05,0.17,,0.21,19,0,20,0,0.14,,,48,,0.6,14,,43,288,0.6,661,0.32,93.7,0,0.026,0.01,0.051,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Col china,Verduras y hortalizas,,100,gr,33,1.7,5.4,0.3,1,223,0.01,0.16,0.8,,0.19,66,0,32,0,,,,136,,1.5,,,16,252,,65,0.2,91.6,0,0.03,0.01,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Col rizada,Verduras y hortalizas,,100,gr,35,2.1,3.9,0.5,3.1,166,0.15,0.03,1,,0.19,150,0,62,0,0.2,,,53,,1.1,7,,44,320,1.4,5,0.3,90.4,0,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Coles,Verduras y hortalizas,,100,gr,36,3.3,3.4,0.3,3.3,4,0.04,0.08,1.1,,0.16,79,0,65,0,0.2,,,40,,0.8,13,,53,310,2,12,0.3,89.7,0,0,0,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Coles de Bruselas,Verduras y hortalizas,,100,gr,51,3.5,4.1,1.4,3.8,13,0.08,0.16,0.9,,0.1,90,0,100,0,0.9,,,30,,0.7,19,,60,375,0.6,10,0.7,87.2,0,0.3,0.1,0.7,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Coles de Bruselas congeladas,Verduras y hortalizas,,100,gr,51,3.5,4.1,1.4,3.8,13,0.08,0.16,0.9,,0.1,90,0,100,0,0.9,,,30,,0.7,19,,60,375,0.6,10,0.7,87.2,0,0.3,0.1,0.7,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Coles de Bruselas"" en el libro.",False
,Coliflor,Verduras y hortalizas,,100,gr,27,2.2,3.1,0.2,2.1,0,0.12,0.1,1.3,,0.2,69,0,67,0,0.2,,,22,,1,16,,60,350,0,8,0.3,92.4,0,0.05,0.02,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Coliflor congelada,Verduras y hortalizas,,100,gr,27,2.2,3.1,0.2,2.1,0,0.12,0.1,1.3,,0.2,69,0,67,0,0.2,,,22,,1,16,,60,350,0,8,0.3,92.4,0,0.05,0.02,0.1,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Coliflor"" en el libro.",False
,Endibia,Verduras y hortalizas,,100,gr,12.9,1.2,0.95,0.23,1.1,208,0.04,0.173,0.433,,0.03,125,0,12,0,0.57,,,64.3,,1.05,19.3,,29.3,280,1,12.5,0.2,95.2,0,0.056,0.005,0.103,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Escarola,Verduras y hortalizas,,100,gr,18,1.4,0.95,0.25,3.1,333,0.09,0.138,0.3,,0.02,97,0,9.8,0,0,,,65.5,,0.83,14,,34,350,0.6,16,0.79,92.9,0,0.048,0.004,0.088,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Espárrago blanco en conserva,Verduras y hortalizas,,100,gr,26,1.9,3.4,0.3,1,65,0.07,0.1,0.9,,0.03,30,0,15,0,1.5,,,19,,0.7,15,,43,160,1,236,0.32,93.4,0,0.07,0.01,0.14,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Espárrago blanco fresco,Verduras y hortalizas,,100,gr,18,2.7,1.1,0,1.5,53,0.12,0.13,1.4,,0.04,30,0,26,0,2.5,,,22,,1.1,11,,59,207,1,4,0.3,94.7,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Espárrago verde fresco,Verduras y hortalizas,,100,gr,28,2.9,2,0.6,1.7,26.7,0.12,0.11,1.5,,,,0,21.6,0,2,,,27.7,,1.3,12.5,,59,207,1,3,0.51,92.8,0,0.1,0.1,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Espinacas,Verduras y hortalizas,,100,gr,31,2.6,1.2,0.3,6.3,542,0.08,0.19,1.4,,0.18,140,0,30,0,2,,,90,,4,54,,55,423,1,81,0.5,89.6,0,0.03,0.02,0.18,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Espinacas congeladas,Verduras y hortalizas,,100,gr,31,2.6,1.2,0.3,6.3,542,0.08,0.19,1.4,,0.18,140,0,30,0,2,,,90,,4,54,,55,423,1,81,0.5,89.6,0,0.03,0.02,0.18,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Espinacas"" en el libro.",False
,Espinacas en conserva,Verduras y hortalizas,,100,gr,27,2.2,0.52,0.4,6.3,550,0.017,0.06,0.3,,0.07,140,0,14,0,0.06,,,85,,0,63,,30,213,1,170,0.5,90.6,0,0.03,0.02,0.18,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Fécula de patata,Cereales y granos,,100,gr,375,6.9,83.1,0.34,5.9,0,0.228,0.051,3.51,,0.769,25,0,3.8,0,0.25,,,65,,1.38,65,,168,1001,1.1,55,0.54,6.5,0,0.09,0.008,0.15,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Grelos,Verduras y hortalizas,,100,gr,19,2.7,0.1,0,3.9,1000,0.06,0.2,0.9,,0.16,110,0,40,0,1,,,98,,3.1,10,,35,78,0.8,7,0.4,93.3,0,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Hojas de parra,Verduras y hortalizas,,100,gr,133,5.6,17.3,2.12,11,1376,0.04,0.354,2.36,,0.4,83,0,11.1,0,2,,,363,,2.63,95,,91,272,0.9,9,0.67,73.3,0,0.336,0.081,1.065,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Hongos desecados, shiitake","Setas, hongos y algas",,100,gr,372,9.6,75.4,0.99,11.5,0,0.3,1.27,14.1,,0.965,163,0,3.5,3.9,0,,,11,,1.72,132,,294,1534,46.1,13,7.66,9.5,0,0.225,0.317,0.151,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Judías verdes,Verduras y hortalizas,,100,gr,37,2.3,5,0.2,2.9,33.5,0.06,0.1,1.3,,,60,0,24,0,,,,40,,0.9,26,,44,280,1.4,2,0.2,89.6,0,0.04,0.01,0.11,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Judías verdes congeladas,Verduras y hortalizas,,100,gr,37,2.3,5,0.2,2.9,33.5,0.06,0.1,1.3,,,60,0,24,0,,,,40,,0.9,26,,44,280,1.4,2,0.2,89.6,0,0.04,0.01,0.11,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Judías verdes"" en el libro.",False
,Lechuga,Verduras y hortalizas,,100,gr,13.6,1.34,1.4,0.2,1.5,387,0.065,0.075,0.351,,0.091,91,0,3.4,0,0.57,,,44.7,,0.357,12.5,,21.4,175,0.6,13.2,0.188,95.8,0,0.0363,0.0128,0.107,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Lechuga romana,Verduras y hortalizas,,100,gr,18.2,1,1.28,0.6,1.83,871.7,0.12,0.02,0.6,,0.03,55,0,5,0,0.57,,,21,,0.6,6,,29,220,1,1,0.2,94.7,0,0.04,0.012,0.159,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Lechuga tipo iceberg,Verduras y hortalizas,,100,gr,14,0.9,2.97,0.14,1.2,25,0.041,0.025,0.123,,0.042,29,0,3,0,0.18,,,19,,0.4,7,,20,141,0.1,10,0.15,95.6,0,0.018,0.006,0.074,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Lechuga, cogollos",Verduras y hortalizas,,100,gr,17,1.5,1.4,0.3,1.5,29,0.06,0.06,0.6,,0.07,34,0,12,0,0.5,,,40,,0.6,12,,30,240,1,9,0.3,95.3,0,0.039,0.012,0.16,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Lombarda,Verduras y hortalizas,,100,gr,27,1.1,3.7,0.3,2.5,0,0.02,0.01,0.6,,0.09,39,0,55,0,0.2,,,60,,0.4,9,,37,250,1,8,0.1,92.4,0,0.021,0.012,0.08,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Menestra congelada,Verduras y hortalizas,,100,gr,44,3.3,6.6,0.5,,420,0.12,0.09,1.3,,0.11,52,0,13,0,,,,35,,0.8,16,,57,130,1,96,0.4,89.6,0,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Nabizas,Verduras y hortalizas,,100,gr,19,2.7,0.1,0,3.9,1000,0.06,0.2,0.9,,0.16,110,0,40,0,1,,,98,,3.1,10,,35,78,0.8,7,0.4,93.3,0,,,,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Grelos"" en el libro.",False
,Nabos,Verduras y hortalizas,,100,gr,32,0.8,5,0.3,2.8,0,0.05,0.05,0.8,,0.11,20,0,31,0,0,,,59,,0.4,8,,34,240,0.01,58,0.08,91.1,0,0.04,0.03,0.18,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Níscalo,"Setas, hongos y algas",,100,gr,24,1.6,0.2,0.8,4.7,217,0.02,0.23,6.5,,0.09,2,0,6,0,0.13,,,8,,6.5,14,,44,507,7,3,0.5,92.7,0,0.1,0,0.5,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Palmito en conserva,Verduras y hortalizas,,100,gr,53,2.8,8,0.6,2.4,2,0.07,0.09,0.82,,0.1,28,0,7,0,0.9,,,44,,0.4,23,,71,163,0.7,620,1.15,86.2,0,0.13,0.103,0.202,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Patata,Tubérculos y raíces,,100,gr,88,2.5,18,0.2,2,0,0.1,0.04,1.5,,0.25,12,0,18,0,0.1,,,9,,0.6,25,,50,570,1,7,0.3,77.3,0,0.04,0.01,0.12,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Patata nueva (mayo a septiembre),Tubérculos y raíces,,100,gr,77,1.7,16.1,0.3,1.3,0,0.15,0.02,0.8,,0.44,25,0,16,0,0.06,,,6,,0.3,14,,34,320,1,11,0.2,80.6,0,0.1,0,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Patata vieja (febrero a junio),Tubérculos y raíces,,100,gr,82,2.1,17.2,0.2,1.6,0,0.21,0.02,1.1,,0.44,35,0,11,0,0.06,,,5,,0.4,17,,37,360,1,7,0.3,78.9,0,0,0,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Pepino,Verduras y hortalizas,,100,gr,13,0.7,1.9,0.2,0.5,0,0.03,0.03,0.5,,0.04,16,0,10,0,0.07,,,17,,0.3,9,,20,140,0,3,0.16,96.7,0,0.07,0.01,0.09,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Pimiento morrón,Verduras y hortalizas,,100,gr,40,1.1,7,0.4,2.1,630,0.01,0.03,1.1,,0.31,11,0,81,0,0.9,,,9,,0.3,14,,26,180,0,70,0.2,89.4,0,0.1,0.01,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Pimiento rojo,Verduras y hortalizas,,100,gr,37,1,6.4,0.4,1.9,640,0.05,0.04,0.9,,0.17,11,0,131,0,0.8,,,12,,0.5,11,,25,210,0,2,0.2,90.3,0,0.1,0.01,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Pimiento verde,Verduras y hortalizas,,100,gr,23,0.9,3.7,0.2,1.2,34,0.05,0.04,0.9,,0.17,11,0,131,0,0.8,,,12,,0.5,11,,25,210,0,2,0.2,94,0,0.04,0.01,0.11,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Puerro,Verduras y hortalizas,,100,gr,48,2,7.5,0.4,3,123,0.05,0.03,0.6,,0.25,127,0,20,0,0.7,,,60,,1,18,,50,260,0.76,26,0.23,87.1,0,0.1,0,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Puerro en conserva,Verduras y hortalizas,,100,gr,26,1.2,2.6,0.7,2.4,95.8,0.02,0.02,0.6,,0.05,40,0,7,0,0.78,,,20,,0.7,2,,32,150,1,6,0.2,93.1,0,0.1,0,0.4,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Puré de patata en escamas sin reconstituir,Tubérculos y raíces,,100,gr,369,9.1,73.2,0.8,16.5,0,0.04,0.14,7.8,,0.18,24,0,12,0,0.1,,,89,,2.4,69,,84,114,,342,1.1,0.4,0,0.15,0.02,0.47,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Puré de patata reconstituido con agua,Tubérculos y raíces,,100,gr,66,1.5,13.5,0.1,2.7,0.5,0.01,0.03,1.6,,0.15,2,0,23,0,0.05,,,13,,0.4,12,,41,260,,200,0.2,82.2,0,0,0,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Puré de patata reconstituido con leche,Tubérculos y raíces,,100,gr,85,2.4,14.8,1.2,2.7,15.3,0.02,0.07,1.7,,0.17,4,0.1,23,0,0.06,,,44,,0.4,15,,66,290,,210,0.3,78.9,4,0.7,0.3,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Rábanos,Verduras y hortalizas,,100,gr,17,1,2.7,0.1,1,0,0.04,0.02,0.4,,0.1,24,0,20,0,0,,,34,,1.3,11,,31,240,2,59,0.13,95.3,0,0.032,0.017,0.048,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Remolacha,Verduras y hortalizas,,100,gr,37,1.3,6.4,0,3.1,0,0.03,0.05,0.3,,0.05,90,0,10,0,0,,,23,,0.8,15,,31,300,1,84,0.4,89.2,0,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Remolacha en conserva,Verduras y hortalizas,,100,gr,34,1.2,5.6,0.2,2.5,0,0.02,0.03,0.3,,0.04,2,0,,0,0,,,19,,0.5,13,,17,190,0,120,0.3,90.5,0,0,0,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Repollo,Verduras y hortalizas,,100,gr,36,3.3,3.4,0.3,3.3,4,0.04,0.08,1.1,,0.16,79,0,65,0,0.2,,,40,,0.8,13,,53,310,2,12,0.3,89.7,0,0,0,0.1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Repollo chino,Verduras y hortalizas,,100,gr,19,0.8,2.5,0.4,1.2,16,0.03,0.03,0.4,,0.23,79,0,24,0,,,,52,,0.4,0,,24,238,,9,0.2,95.1,0,0.04,0.02,0.07,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Rúcula,Verduras y hortalizas,,100,gr,34,2.6,3.7,0.66,1.6,119,0.04,0.086,0.31,,0.073,97,0,15,0,0.43,,,160,,1.46,47,,52,369,,27,0.47,91.7,0,0.086,0.049,0.319,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Setas,"Setas, hongos y algas",,100,gr,31,1.8,4,0.3,2.5,217,0.1,0.41,4.6,,0.1,23,0,4,0,0.12,,,9,,1,14,,115,470,9,5,0.1,91.4,0,0.07,0.004,0.17,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Tapioca (harina),Cereales y granos,,100,gr,382,0.5,94.3,0.2,0.4,0,0.01,0.01,0.01,,0.01,0.01,0,0,0,0,,,11,,1,3,,20,20,0.8,4,,4.6,0,0.05,0.05,0.03,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Tomate,Verduras y hortalizas,,100,gr,22,1,3.5,0.11,1.4,82.3,0.06,0.04,0.8,,0.11,28,0,26,0,1.2,,,11,,0.6,10,,27,290,0,3,0.22,94,0,0,0,0.11,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Tomate al natural enlatado,Verduras y hortalizas,,100,gr,17,1.1,2.3,0.2,0.9,333,0.05,0.03,0.8,,0.11,25,0,16,0,1.2,,,10,,0.6,11,,27,270,0,29,0.3,95.5,0,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Tomate cherry,Verduras y hortalizas,,100,gr,29.4,0.8,5,0.8,1.3,132,0.06,0.04,1,,0.14,17,0,28,0,1.22,,,11,,0.4,11,,30,290,0,13,0.2,92,0,0.018,0.019,0.053,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Trufa cruda,"Setas, hongos y algas",,100,gr,126,9,13,0.5,16.5,,,,,,,,0,,0,,,,24,,3.5,28,,62,431,,77,,61,0,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Wasabi, raíz",Verduras y hortalizas,,100,gr,135,4.8,23.5,0.63,7.8,2,0.131,0.114,0.74,,0.274,18,0,41.9,0,,,,128,,1.03,69,,80,568,,17,1.62,69.1,0,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Yuca, mandioca, casava",Tubérculos y raíces,,100,gr,164,1.4,38.1,0.3,1.8,1,0.09,0.05,0.85,,0.09,27,0,21,0,0.19,,,16,,0.3,21,,27,271,0.7,14,0.3,58.4,0,0.07,0.08,0.05,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zanahoria,Verduras y hortalizas,,100,gr,40,0.9,7.3,0.2,2.9,1346,0.05,0.04,0.6,,0.15,10,0,6,0,0.5,,,41,,0.7,13,,37,255,1,77,0.3,88.7,0,0.037,0.014,0.117,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zanahoria en conserva,Verduras y hortalizas,,100,gr,29,0.6,4.4,0.4,2.7,738,0.05,0.01,0.2,,0.05,17,0,2,0,0.56,,,30,,0.4,6,,15,160,1,212,0.2,91.9,0,0.1,0,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Altramuces,Legumbres,,100,gr,394,36.2,40.4,9.74,,1,0.64,0.22,2.19,,0.36,355,0,4.8,0,,,,176,,4.36,198,,440,1013,8.2,15,4.75,10.4,0,1.156,3.94,2.439,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Frijol negro,Legumbres,,100,gr,275,24.9,40.8,1.4,17.9,,0.47,0.15,2.09,,0.53,463,0,1,0,,,,134,,7.1,138,,415,800,,40,2.6,11.5,0,0.29,0.1,0.27,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Frijol rojo o poroto,Legumbres,,100,gr,277,22.1,44.1,1.4,15.7,,0.61,0.22,2.11,,0.4,394,0,5,0,,,,83,,6.7,138,,406,1359,,12,2.8,11.2,0,0.15,0.08,0.59,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Garbanzos,Legumbres,,100,gr,332,21.3,49.6,5.4,13.5,32,0.4,0.15,4.3,,0.53,180,0,4,0,2.88,,,145,,6.7,160,,375,797,2,26,3.0,10,0,0.43,1.8,2.8,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Garbanzos en conserva,Legumbres,,100,gr,120,7.2,14.1,2.9,4.1,3.5,0.13,0.06,12,,0.04,67,0,0,0,1.6,,,43,,2.8,24,,335,110,1,220,1.2,71.1,0,0.31,0.72,1.3,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Garrofón seco,Legumbres,,100,gr,303,19.1,52.9,1.7,19.4,0,0.51,0.202,1.54,,0.51,395,0,0,0,0.72,,,81,,7.51,224,,385,1724,7.2,18,2.83,11.6,0,0.161,0.062,0.309,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Guisantes congelados,Legumbres,,100,gr,80,5.3,10,0.4,7.8,50,0.3,0.11,3,,0.1,78,0,18,0,0,,,25,,1.5,27,,122,340,1,3,0.9,76.5,0,0.15,0.13,0.05,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Guisantes en conserva,Legumbres,,100,gr,72,5.6,9.7,0.5,3.36,43,0.1,0.06,0.88,,0.05,12,0,8.8,0,,,,20,,1.5,20,,62,150,0.7,222,0.65,80.8,0,0.15,0.13,0.05,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Guisantes frescos con vaina,Legumbres,,100,gr,91,6,13.1,0.5,5.2,50,0.3,0.15,3,,0.16,78,0,23,0,,,,24,,1.7,35,,122,340,1,1,0.7,75.2,0,0.19,0.16,0.06,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Guisantes frescos desgranados,Legumbres,,100,gr,91,6,13.1,0.5,5.2,50,0.3,0.15,3,,0.16,78,0,23,0,,,,24,,1.7,35,,122,340,1,1,0.7,75.2,0,0.19,0.16,0.06,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Guisantes frescos con vaina"" en el libro.",False
,Guisantes secos,Legumbres,,100,gr,316,21.6,52,2.4,15,42,0.7,0.2,5.2,,0.13,33,0,2,0,0,,,72,,5.3,123,,300,990,1,38,3.5,13.3,0,0.86,0.73,0.26,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Habas frescas con vaina,Legumbres,,100,gr,65,4.6,8.6,0.4,4.2,42,0.17,0.09,2.8,,,78,0,24,0,0,,,23,,1.7,28,,84,323,,120,0.7,82.2,0,0.05,,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Habas frescas desgranadas,Legumbres,,100,gr,65,4.6,8.6,0.4,4.2,42,0.17,0.09,2.8,,,78,0,24,0,0,,,23,,1.7,28,,84,323,,120,0.7,82.2,0,0.05,,0.2,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Habas frescas con vaina"" en el libro.",False
,Habas secas,Legumbres,,100,gr,253,26.1,32.5,2.1,19,42,0.52,0.24,4.9,,,,0,4,0,,,,115,,8.5,140,,590,1030,8.2,3.5,3.5,11,0,0.33,0.3,1.17,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Habas secas cocidas,Legumbres,,100,gr,57,5.8,7.2,0.6,6.5,32,0.05,0.07,2,,0.1,57,0,12,0,0.5,,,24,,1.0,18,,105,210,,4,1,79.3,0,0.11,0.12,0.24,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Harina de algarrobo,Legumbres,,100,gr,459,4.6,88.9,0.65,39.8,1,0.053,0.461,1.897,,0.366,29,0,0.2,0,0.63,,,348,,2.94,54,,79,827,5.3,35,0.92,3.6,0,0.09,0.197,0.216,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Harina de soja,Legumbres,,100,gr,475,36.8,23.5,23.5,11.2,,0.75,0.28,10.6,,0.46,345,0,0,0,1.5,,,210,,6.9,240,,600,1660,9,9,3.9,5,0,2.9,11.4,4.5,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Judías blancas,Legumbres,,100,gr,299,21.4,49.7,1.6,22.9,1,0.5,0.15,5.9,,0.56,308,0,2,0,1.13,,,180,,6.7,180,,310,1160,12,43,2.8,11.3,0,0.56,0.2,1.4,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Judías blancas en conserva,Legumbres,,100,gr,100,6.7,15.7,0.2,4.4,0,0.1,0.04,0.1,,0.07,60,0,0,0,0.05,,,71,,2.8,39,,84,362,0.6,243,2.3,73,0,,,,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Judías pintas,Legumbres,,100,gr,327,21.1,57.1,1.6,22.9,1,0.68,0.19,1.3,,0.45,520,0,7,0,,,,130,,5.4,170,,440,1340,18,10,2.5,10.6,0,0.56,0.2,1.4,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Judías pintas en conserva,Legumbres,,100,gr,115,8.4,17.7,0.2,4.6,0.67,0.16,0.07,2.2,,0.1,60,0,1,0,0.24,,,66,,2.5,27,,92,420,7.1,294,2.3,67.6,0,0,0,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Leche de soja,Alternativas vegetales,,100,gr,32,2.9,0.8,1.9,0,,0.06,0.27,0.6,,0.07,19,0,0,0,0.74,,,13,,0.4,15,,47,120,1.3,32,0.2,94.4,0,0.3,0.4,1.1,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Lentejas,Legumbres,,100,gr,310,24.3,48.8,1.9,11.7,10,0.5,0.2,5.6,,0.6,117,0,3,0,0.9,,,56,,7.1,78,,240,737,9.9,12,3.1,10.8,0,0.33,0.26,1,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
